id,header,odds
1,,"(0-1/1-1, 39.50), (0-1/1-2, 26.50), (0-1/2-1, 88.00), 
(0-1 / 4+, 8.45), (2-0/2-0, 88.00), (2-0/2-1, 88.00), 
(2-0/3-0, 88.00), (2-0/4+, 44.00), (1-1/1-1, 62.00), 
(1-1/1-2, 35.00), (1-1/2-1, 88.00), (1-1/ 4+, 8.80), 
(0-2/0-2, 44.00), (0-2/0-3, 26.50), (0-2/1-2, 70.00), 
(0-2/4+, 6.86), (3-0/3-0, 88.00), (3-0/4+, 88.00), 
(2-1/2-1, 88.00), (2-1/4+, 26.50), (1-2/1-2, 79.00), 
(1-2 / 4+, 10.55), (0-3/0-3, 88.00), (0-3 / 4+, 11.45), 
(4+/4+, 5.72), (0, -), (0-0, 5.11), 
(1-1, 7.35), (2-2, 43.00), (1-0, 9.81)
, (1-0/2-1, 79.00), (1-0/3-0, 88.00), (1-0/ 4+, 20.25), 
(0-1/ 0-1, 26.50), (0-1/0-2, 17.60), (0-1/0-3, 22.00), 
(0-1/1-1, 39.50), (0-1/1-2, 26.50), (0-1/2-1, 88.00), 
(0-1 / 4+, 8.45), (2-0/2-0, 88.00), (2-0/2-1, 88.00), 
(2-0/3-0, 88.00), (2-0/4+, 44.00), (1-1/1-1, 62.00), 
(1-1/1-2, 35.00), (1-1/2-1, 88.00), (1-1/ 4+, 8.80), 
(0-2/0-2, 44.00), (0-2/0-3, 26.50), (0-2/1-2, 70.00), 
(0-2/4+, 6.86), (3-0/3-0, 88.00), (3-0/4+, 88.00), 
(2-1/2-1, 88.00), (2-1/4+, 26.50), (1-2/1-2, 79.00), 
(1-2 / 4+, 10.55), (0-3/0-3, 88.00), (0-3 / 4+, 11.45), 
(4+/4+, 5.72)"
